HighestPathway	HigherPathway	Pathway	KO
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00595
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00600
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00601
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00602
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00603
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00604
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00605
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00606
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00607
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00608
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00609
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00610
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00611
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00613
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00615
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00616
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00618
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00619
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00620
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00621
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00622
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00625
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00626
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00627
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00628
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00629
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00630
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00631
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00632
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00634
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00635
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00639
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00640
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00641
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00643
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00645
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00647
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00648
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00651
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00652
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00654
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00655
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00656
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00657
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00658
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00659
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00660
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00665
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00667
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00668
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00669
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00672
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00673
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00674
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00677
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00678
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00679
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00681
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00682
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00687
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00688
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00689
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00690
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00691
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00692
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00693
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00694
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00695
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00696
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00697
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00698
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00699
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00700
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00701
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00702
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00703
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00704
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00705
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00706
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00709
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00710
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00715
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00716
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00717
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00718
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00719
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00720
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00721
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00722
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00725
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00726
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00727
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00728
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00729
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00730
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00731
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00733
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00734
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00735
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00736
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00737
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00738
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00739
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00741
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00742
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00743
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00744
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00746
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00747
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00748
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00750
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00753
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00756
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00757
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00758
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00759
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00760
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00761
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00762
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00763
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00764
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00765
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00766
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00767
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00768
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00769
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00770
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00771
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00772
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00778
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00779
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00780
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00781
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00787
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00788
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00789
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00790
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00791
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00793
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00794
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00795
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00796
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00797
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00798
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00799
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00800
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00801
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00802
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00803
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00804
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00807
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00811
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00812
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00813
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00814
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00815
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00816
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00817
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00818
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00819
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00820
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00821
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00822
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00823
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00824
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00825
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00826
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00827
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00830
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00831
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00832
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00833
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00835
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00836
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00837
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00838
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00839
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00840
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00841
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00844
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00845
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00846
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00847
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00848
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00849
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00850
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00851
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00852
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K00853
